ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oú priorytetowa <Kod>;Dzia≥anie <Kod>;Poddzia≥anie <Kod>;WartoúÊ ogÛ≥em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;MiejscowoúÊ;WojewÛdztwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p≥atnoúÊ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoÒczony (Wniosek o p≥atnoúÊ koÒcowπ);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-257;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w £odzi);POIS.15.01.00-00-210/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,027,620.00;813,968.00;691,872.80;691,872.80;WojewÛdzi Fundusz Ochrony årodowiska i Gospodarki Wodnej w £odzi;7272755012;90-562;£Ûdü;£Ûdzkie;Powiat m. £Ûdü;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/11;2011/02/16
33-258;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Olsztynie);POIS.15.01.00-00-211/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;3,965,877.00;1,741,669.00;1,480,418.65;1,480,418.65;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;7391296154;10-026;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/10
33-259;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Opolu);POIS.15.01.00-00-212/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,445,000.00;940,000.00;799,000.00;799,000.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Opolu;7541156160;45-018;Opole;Opolskie;Powiat m. Opole;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/07;2011/02/09
33-260;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Poznaniu);POIS.15.01.00-00-213/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;3,388,111.00;1,305,643.00;1,109,796.55;1,109,796.55;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;7781134790;60-541;PoznaÒ;Wielkopolskie;Powiat m. PoznaÒ;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.01.00-00-213/10-01;Tak;2011/01/17;2011/02/10
33-261;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Rzeszowie);POIS.15.01.00-00-214/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,195,404.00;730,279.00;620,737.15;620,737.15;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Rzeszowie;8131096967;35-025;RzeszÛw;Podkarpackie;Powiat m. RzeszÛw;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.01.00-00-214/10-01;Tak;2011/01/10;2011/02/10
33-262;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Szczecinie);POIS.15.01.00-00-215/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,901,264.08;1,234,855.00;1,049,626.75;1,049,626.75;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;8510010504;71-323;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/11
33-263;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Toruniu);POIS.15.01.00-00-216/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,463,888.32;1,167,370.00;992,264.50;992,264.50;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;9561223682;88-100;ToruÒ;Kujawsko-pomorskie;Powiat inowroc≥awski;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.01.00-00-216/10-01;Tak;2011/01/17;2011/02/10
33-264;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Warszawie);POIS.15.01.00-00-217/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,506,835.00;1,164,778.00;990,061.30;990,061.30;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Warszawie;5252088391;02-743;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/05/05;2011/05/19
33-265;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW we Wroc≥awiu);POIS.15.01.00-00-218/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,118,510.00;869,476.00;739,054.60;739,054.60;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej we Wroc≥awiu;8961001536;53-148;Wroc≥aw;Dolnoúlπskie;Powiat m. Wroc≥aw;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.01.00-00-218/10-01;Tak;2011/01/10;2011/02/11
33-266;33;Projekt;RPD sektora úrodowisko na rok 2010 (CKPå);POIS.15.01.00-00-220/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;2,912,012.00;2,675,776.00;2,274,409.60;2,274,409.60;Centrum Koordynacji ProjektÛw årodowiskowych;7010041263;00-193;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/17;2011/02/11
33-267;33;Projekt;RPD sektora transportu na rok 2011 (MI);POIS.15.01.00-00-301/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;2,996,800.00;2,996,800.00;2,996,800.00;2,547,280.00;Ministerswto Infrastruktury;7010095164;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/29;2011/04/06
33-268;33;Projekt;RPD sektora transport na rok 2010 (CUPT);POIS.15.01.00-00-302/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;28,159,000.00;28,159,000.00;28,159,000.00;23,935,150.00;Centrum Unijnych ProjektÛw Transportowych;7010071270;00-203;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/27;2011/01/27
33-269;33;Projekt;RPD sektora transportu na rok 2011 (CUPT);POIS.15.01.00-00-302/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;39,302,869.00;39,302,869.00;39,302,869.00;33,407,438.65;Centrum Unijnych ProjektÛw Transportowych;7010071270;00-203;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/20;2011/04/21
33-270;33;Projekt;RPD sektora energetyka na rok 2010 (NFOåiGW);POIS.15.01.00-00-402/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;2,184,231.98;2,184,231.98;1,856,597.18;1,856,597.18;Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/01/17;2011/01/19
33-271;33;Projekt;RPD sektora energetyka na rok 2010 (INiG);POIS.15.01.00-00-404/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;3,476,000.00;3,476,000.00;3,476,000.00;2,954,600.00;Instytut Nafty i Gazu;6750001227;31-503;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/10;2011/01/12
33-272;33;Projekt;RPD sektora úrodowisko na rok 2010 (Må);POIS.15.02.00-00-201/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;809,000.00;809,000.00;809,000.00;687,650.00;Ministerstwo årodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/29;2011/04/08
33-273;33;Projekt;RPD sektora úrodowisko na rok 2011 (Må);POIS.15.02.00-00-201/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;818,000.00;818,000.00;818,000.00;695,300.00;Ministerstwo årodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/11;2011/04/11
33-274;33;Projekt;RPD sektora úrodowisko na rok 2010 (NFOåiGW);POIS.15.02.00-00-202/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;414,000.00;414,000.00;351,900.00;351,900.00;Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/11
33-275;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Bia≥ymstoku);POIS.15.02.00-00-203/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;50,000.00;50,000.00;42,500.00;42,500.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;5421952597;15-879;Bia≥ystok;Podlaskie;Powiat m. Bia≥ystok;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/07;2011/02/09
33-276;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w GdaÒsku);POIS.15.02.00-00-204/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;152,900.00;152,900.00;129,965.00;129,965.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;5832094563;80-837;GdaÒsk;Pomorskie;Powiat m. GdaÒsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/17;2011/02/10
33-277;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Zielonej GÛrze);POIS.15.02.00-00-205/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;16,000.00;16,000.00;13,600.00;13,600.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Zielonej GÛrze;9730277026;65-364;Zielona GÛra;Lubuskie;Powiat m. Zielona GÛra;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/11;2011/02/11
33-278;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Katowicach);POIS.15.02.00-00-206/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;193,000.00;193,000.00;164,050.00;164,050.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Katowicach;9542239831;40-035;Katowice;ålπskie;Powiat m. Katowice;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/11;2011/02/10
33-279;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Kielcach);POIS.15.02.00-00-207/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;118,000.00;118,000.00;100,300.00;100,300.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Kielcach;9590832923;25-311;Kielce;åwiÍtokrzyskie;Powiat m. Kielce;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.02.00-00-207/10-01;Tak;2011/01/07;2011/02/10
33-280;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Krakowie);POIS.15.02.00-00-208/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;71,000.00;71,000.00;60,350.00;60,350.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Krakowie;6761026884;31-002;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/10
33-281;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Lublinie);POIS.15.02.00-00-209/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;74,000.00;74,000.00;62,900.00;62,900.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Lublinie;7121004696;20-074;Lublin;Lubelskie;Powiat m. Lublin;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/10
33-282;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w £odzi);POIS.15.02.00-00-210/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;48,350.00;48,350.00;41,097.50;41,097.50;WojewÛdzi Fundusz Ochrony årodowiska i Gospodarki Wodnej w £odzi;7272755012;90-562;£Ûdü;£Ûdzkie;Powiat m. £Ûdü;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/11;2011/02/16
33-283;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Olsztynie);POIS.15.02.00-00-211/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;202,312.00;202,312.00;171,965.20;171,965.20;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;7391296154;10-026;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/10
33-284;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Opolu);POIS.15.02.00-00-212/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;47,835.00;47,835.00;40,659.75;40,659.75;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Opolu;7541156160;45-018;Opole;Opolskie;Powiat m. Opole;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/07;2011/02/09
33-285;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Poznaniu);POIS.15.02.00-00-213/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;70,000.00;70,000.00;59,500.00;59,500.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;7781134790;60-541;PoznaÒ;Wielkopolskie;Powiat m. PoznaÒ;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.02.00-00-213/10-01;Tak;2011/01/17;2011/02/10
33-286;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Rzeszowie);POIS.15.02.00-00-214/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;37,000.00;37,000.00;31,450.00;31,450.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Rzeszowie;8131096967;35-025;RzeszÛw;Podkarpackie;Powiat m. RzeszÛw;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.02.00-00-214/10-01;Tak;2011/01/10;2011/02/10
33-287;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Szczecinie);POIS.15.02.00-00-215/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;162,000.00;162,000.00;137,700.00;137,700.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;8510010504;71-323;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/11
33-288;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Toruniu);POIS.15.02.00-00-216/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;30,000.00;30,000.00;25,500.00;25,500.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;9561223682;88-100;ToruÒ;Kujawsko-pomorskie;Powiat inowroc≥awski;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.02.00-00-216/10-01;Tak;2011/01/17;2011/02/10
33-289;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Warszawie);POIS.15.02.00-00-217/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;57,682.00;57,682.00;49,029.70;49,029.70;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Warszawie;5252088391;02-743;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/05/05;2011/05/19
33-290;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW we Wroc≥awiu);POIS.15.02.00-00-218/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;200,964.40;200,964.40;170,819.74;170,819.74;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej we Wroc≥awiu;8961001536;53-148;Wroc≥aw;Dolnoúlπskie;Powiat m. Wroc≥aw;86 Ocena, badania/ekspertyzy, informacja i komunikacja;samorzπdowa osoba prawna;00 Nie dotyczy;POIS.15.02.00-00-218/10-01;Tak;2011/01/10;2011/02/11
33-291;33;Projekt;RPD sektora úrodowisko na rok 2010 (CKPå);POIS.15.02.00-00-220/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;252,177.00;252,177.00;214,350.45;214,350.45;Centrum Koordynacji ProjektÛw årodowiskowych;7010041263;00-193;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/17;2011/02/11
33-292;33;Projekt;RPD sektora transportu na rok 2011 (MI);POIS.15.02.00-00-301/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;1,000,000.00;1,000,000.00;1,000,000.00;850,000.00;Ministerswto Infrastruktury;7010095164;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/29;2011/04/06
33-293;33;Projekt;RPD sektora transport na rok 2010 (CUPT);POIS.15.02.00-00-302/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;510,000.00;510,000.00;510,000.00;433,500.00;Centrum Unijnych ProjektÛw Transportowych;7010071270;00-203;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/27;2011/01/27
33-294;33;Projekt;RPD sektora transportu na rok 2011 (CUPT);POIS.15.02.00-00-302/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;1,000,000.00;1,000,000.00;1,000,000.00;850,000.00;Centrum Unijnych ProjektÛw Transportowych;7010071270;00-203;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/20;2011/04/21
33-295;33;Projekt;RPD sektora energetyka na rok 2010 (NFOåiGW);POIS.15.02.00-00-402/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;148,000.00;148,000.00;125,800.00;125,800.00;Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/01/17;2011/01/19
33-296;33;Projekt;RPD sektora energetyka na rok 2010 (INiG);POIS.15.02.00-00-404/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.02.00;;140,000.00;140,000.00;140,000.00;119,000.00;Instytut Nafty i Gazu;6750001277;31-503;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/10;2011/01/12
33-297;33;Projekt;RPD sektora úrodowisko na rok 2010 (Må);POIS.15.03.00-00-201/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.03.00;;68,900.00;68,900.00;68,900.00;58,565.00;Ministerstwo årodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/29;2011/04/08
33-298;33;Projekt;RPD sektora úrodowisko na rok 2010 (CKPå);POIS.15.03.00-00-220/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.03.00;;77,000.00;77,000.00;65,450.00;65,450.00;Centrum Koordynacji ProjektÛw årodowiskowych;7010041263;00-193;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/17;2011/02/11
33-299;33;Projekt;RPD sektora transportu na rok 2011 (MI);POIS.15.03.00-00-301/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.03.00;;383,200.00;383,200.00;383,200.00;325,720.00;Ministerswto Infrastruktury;7010095164;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/29;2011/04/06
33-300;33;Projekt;RPD sektora energetyka na rok 2010 (NFOåiGW);POIS.15.03.00-00-402/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.03.00;;70,589.00;70,589.00;60,000.65;60,000.65;Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/01/17;2011/01/19
33-301;33;Projekt;RPD sektora transport na rok 2010 (PKP PLK S.A.);POIS.15.04.00-00-304/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.04.00;;32,425,895.00;32,425,895.00;32,425,895.00;27,562,010.75;PKP  Polskie Linie Kolejowe S.A.;1132316427;03-734;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;spÛ≥ka przewidziana przepisami innych ustaw niø Kodeks handlowy i Kodeks cywilny lub formy prawne, do ktÛrych stosuje siÍ przepisy o spÛ≥kach - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/01/20;2011/01/27
33-302;33;Projekt;RPD sektora transportu na rok 2011 (PKP PLK S.A.);POIS.15.04.00-00-304/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.04.00;;45,448,480.00;45,448,480.00;45,448,480.00;38,631,208.00;PKP  Polskie Linie Kolejowe S.A.;1132316427;03-734;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;spÛ≥ka przewidziana przepisami innych ustaw niø Kodeks handlowy i Kodeks cywilny lub formy prawne, do ktÛrych stosuje siÍ przepisy o spÛ≥kach - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/20;2011/04/20
33-303;33;Projekt;RPD sektora transportu na rok 2011 (GDDKiA);POIS.15.04.00-00-305/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.04.00;;87,224,000.00;87,224,000.00;87,224,000.00;74,140,400.00;Generalna Dyrekcja DrÛg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/20;2011/04/21
33-304;33;Projekt;Finansowanie kosztÛw zatrudnienia pracownikÛw Instytucji Poúredniczπcej w Certyfikacji w wojewÛdztwie wielkopolskim w 2011 r.;POPT.01.01.00-00-203/10-00;Program Operacyjny Pomoc techniczna;POPT.01.00.00;POPT.01.01.00;;1,865,000.00;1,865,000.00;1,585,250.00;1,585,250.00;Wielkopolski Urzπd WojewÛdzki, Wydzia≥ Instytucji Poúredniczπcej w Certyfikacji, Instytucja Poúredniczπca w Certyfikacji;7781012911;61-713;PoznaÒ;Wielkopolskie;Powiat m. PoznaÒ;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/01/05;2011/01/17
